Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
5,6,40,6,7,0.0,9,2.0,10,B
0,6,82,6,11,1.0,3,1.0,10,A
5,1,38,6,14,7.0,3,1.0,10,B
0,6,39,6,18,0.0,9,3.0,10,B
0,6,39,6,14,0.0,9,2.0,21,C
0,1,47,6,14,0.0,3,1.0,10,A
0,6,75,6,11,0.0,12,2.0,10,A
5,6,37,1,22,0.0,3,4.0,10,D
0,6,84,1,11,1.0,12,2.0,10,A
5,1,42,6,13,6.0,3,2.0,10,A
0,6,39,6,18,0.0,9,2.0,19,D
0,6,42,6,14,0.0,9,2.0,10,B
5,6,40,6,14,1.0,9,2.0,4,A
5,1,52,6,18,1.0,3,1.0,4,B
0,1,52,1,14,5.0,3,1.0,10,B
0,1,31,6,13,0.0,3,4.0,10,D
0,6,37,6,22,1.0,3,2.0,10,D
0,1,27,6,14,3.0,3,1.0,21,A
5,1,35,6,7,4.0,3,4.0,21,C
0,6,79,6,14,0.0,12,2.0,10,C
5,1,28,6,18,1.0,3,4.0,10,C
0,1,31,1,2,0.0,3,4.0,10,D
0,6,88,1,16,0.0,12,3.0,10,D
5,1,51,6,13,4.0,3,1.0,10,A
0,6,38,6,13,8,3,2.0,10,D
5,6,53,6,14,0.0,9,2.0,17,B
5,1,43,6,14,8.0,3,2.0,10,B
0,6,55,1,16,0.0,3,2.0,10,A
0,1,35,6,14,4.0,3,2.0,10,A
5,6,25,1,7,1.0,9,2.0,4,A
0,6,58,6,14,6.0,9,4.0,10,C
5,1,32,6,18,1.0,3,6.0,10,D
5,6,49,1,14,1.0,9,4.0,17,C
5,6,53,1,13,9.0,12,2.0,10,A
5,6,31,1,7,9.0,3,4.0,10,A
0,1,39,6,14,1.0,3,2.0,10,B
0,1,42,6,13,1.0,3,1.0,10,A
0,1,20,1,2,1.0,3,5.0,21,D
0,6,50,6,13,1.0,3,2.0,10,A
0,1,26,1,18,0.0,3,6.0,21,B
0,6,46,6,14,1.0,9,3.0,10,C
0,1,30,6,18,0.0,3,2.0,17,A
5,6,60,6,18,6.0,9,2.0,10,C
0,6,84,1,11,0.0,3,1.0,10,D
5,1,37,6,20,8,3,1.0,10,D
0,6,63,6,14,6.0,3,1.0,10,B
5,1,38,6,2,0.0,3,2.0,10,D
0,6,51,6,13,0.0,9,4.0,10,C
0,1,20,1,2,0.0,3,4.0,17,D
5,1,25,1,2,14.0,3,3.0,10,D
5,1,33,6,18,0.0,3,5.0,10,D
5,1,31,1,7,0.0,3,1.0,10,D
0,6,57,6,2,1.0,3,3.0,10,B
0,6,42,6,14,1.0,3,4.0,4,B
0,6,40,1,13,2.0,9,5.0,21,B
0,6,66,1,11,0.0,12,3.0,10,B
0,1,21,1,20,0.0,3,4.0,17,A
0,6,73,1,16,1.0,12,2.0,10,B
5,6,46,6,14,0.0,3,2.0,10,C
5,6,66,6,14,0.0,9,2.0,10,C
0,6,27,6,18,0.0,9,2.0,23,D
5,6,35,6,20,8,3,8,17,D
5,6,53,1,14,1.0,12,4.0,10,A
0,6,80,1,11,8.0,3,1.0,10,D
5,6,63,6,14,1.0,9,3.0,10,C
5,1,41,6,18,9.0,3,1.0,4,A
0,6,43,6,14,1.0,9,4.0,10,C
0,6,47,6,8,1.0,12,3.0,10,B
5,1,18,1,22,9.0,3,5.0,17,B
5,1,33,6,13,1.0,3,4.0,10,B
0,1,30,1,7,9.0,3,3.0,4,D
0,6,85,6,16,1.0,12,2.0,10,D
5,6,46,6,14,8,12,8,10,C
0,6,48,6,18,8,3,2.0,8,A
0,6,80,6,11,8,12,2.0,10,B
0,1,33,6,14,8.0,3,8,23,A
5,6,36,6,14,4.0,12,7.0,10,C
0,6,27,1,13,3.0,9,2.0,10,B
0,1,28,1,2,0.0,3,5.0,4,B
5,6,35,6,18,0.0,9,3.0,17,A
0,1,26,6,13,1.0,3,3.0,10,D
5,6,39,6,20,8,9,3.0,17,A
5,6,56,6,14,1.0,12,4.0,21,B
5,1,26,6,14,13.0,3,2.0,10,B
0,6,31,6,13,4.0,3,2.0,10,B
0,1,21,1,2,0.0,3,2.0,10,D
0,6,39,1,13,1.0,9,4.0,4,A
5,1,51,6,14,0.0,3,1.0,10,C
0,6,45,1,18,0.0,3,4.0,4,A
5,1,33,6,20,11.0,3,8,10,D
0,6,62,8,11,0.0,3,1.0,10,C
5,6,80,6,11,8,12,2.0,10,A
0,6,77,6,16,1.0,3,1.0,10,D
5,1,29,1,2,8,3,5.0,4,D
5,6,33,1,7,7.0,9,5.0,4,B
0,1,29,1,14,1.0,3,3.0,21,A
5,1,20,1,2,1.0,3,8,10,D
0,6,43,6,14,1.0,3,2.0,17,B
5,1,18,1,2,1.0,3,3.0,10,D
0,6,53,6,14,3.0,9,3.0,10,B
0,6,28,6,13,3.0,9,3.0,15,B
5,1,43,6,13,1.0,3,4.0,4,A
0,1,31,6,13,1.0,3,3.0,10,D
5,1,28,6,2,8,3,2.0,17,D
0,6,65,6,14,1.0,3,2.0,10,A
0,6,33,6,14,0.0,9,2.0,10,B
0,6,49,6,14,0.0,9,6.0,10,C
0,1,33,1,2,1.0,3,4.0,10,C
0,6,53,6,14,6.0,9,2.0,10,C
5,6,47,6,14,7.0,9,4.0,10,C
0,1,31,1,13,1.0,3,7.0,4,D
0,6,52,6,16,1.0,12,4.0,4,B
0,8,61,8,7,2.0,9,2.0,17,B
0,1,31,1,2,8,3,7.0,10,D
5,1,30,6,2,1.0,3,2.0,17,A
0,6,63,6,13,8,9,2.0,10,C
0,6,69,1,16,9.0,9,2.0,10,B
0,1,29,6,7,0.0,3,4.0,17,D
5,6,56,1,7,1.0,9,5.0,10,B
5,6,72,6,14,1.0,9,3.0,10,B
0,6,88,1,11,8,3,1.0,21,A
0,1,30,1,7,1.0,3,4.0,10,D
5,1,31,6,2,1.0,3,4.0,21,B
0,1,41,6,14,2.0,3,3.0,10,A
5,1,31,6,2,9.0,3,7.0,23,D
0,1,20,1,2,8,3,5.0,17,D
5,6,26,1,22,7.0,12,3.0,4,A
0,6,48,1,13,8,9,5.0,10,C
0,1,26,1,2,8,3,8,23,D
0,1,20,1,2,1.0,3,4.0,10,D
0,6,41,6,14,4.0,3,4.0,10,A
0,1,20,8,2,4.0,3,5.0,21,D
0,6,63,6,20,1.0,3,3.0,10,B
0,6,88,6,16,1.0,3,1.0,10,D
5,1,39,6,7,8,3,3.0,10,B
0,6,55,1,7,1.0,12,4.0,10,A
0,1,32,6,2,8,3,8,10,D
0,1,32,6,13,1.0,3,2.0,10,D
5,6,38,6,14,0.0,9,3.0,10,A
5,6,62,6,7,1.0,3,1.0,17,B
0,1,18,1,2,1.0,3,5.0,4,D
0,6,67,1,16,1.0,12,2.0,10,D
5,6,42,6,14,9.0,3,2.0,10,B
5,1,45,6,7,0.0,3,1.0,10,A
0,6,46,1,18,0.0,9,3.0,4,D
0,1,20,1,2,2.0,3,4.0,4,D
5,6,41,6,7,0.0,12,3.0,10,A
5,6,35,1,7,7.0,9,4.0,4,A
5,6,52,6,14,6.0,3,2.0,10,A
5,6,63,6,14,1.0,9,4.0,10,B
0,6,51,1,16,5.0,3,3.0,21,C
5,6,29,6,13,0.0,9,2.0,10,A
0,1,27,1,18,0.0,3,4.0,10,B
5,1,37,6,18,1.0,3,1.0,4,A
5,6,29,1,20,8,9,2.0,4,C
5,1,50,6,14,0.0,3,2.0,10,A
0,6,74,6,11,1.0,3,1.0,10,A
5,6,72,6,14,3.0,9,3.0,10,C
5,6,83,6,11,1.0,12,2.0,10,B
0,6,37,6,7,1.0,9,3.0,17,A
5,1,19,1,2,0.0,3,3.0,10,D
5,1,30,1,14,1.0,3,1.0,10,B
5,1,46,6,7,1.0,3,2.0,19,B
5,6,65,6,18,1.0,3,2.0,10,B
5,6,88,6,11,1.0,9,2.0,10,C
0,6,43,6,13,0.0,9,2.0,23,A
0,6,50,6,16,9.0,12,3.0,21,C
0,1,35,6,14,8.0,3,2.0,10,D
0,6,67,6,11,0.0,3,1.0,17,A
0,6,66,6,16,0.0,3,1.0,10,B
5,1,39,6,14,3.0,3,2.0,10,C
5,6,46,6,20,0.0,9,8,10,C
5,1,32,1,20,8.0,3,1.0,10,D
5,1,40,6,14,6.0,3,1.0,10,B
0,6,88,6,11,0.0,12,3.0,10,C
0,1,30,6,2,8.0,3,5.0,10,D
0,1,32,6,13,1.0,3,1.0,10,A
0,6,43,1,22,1.0,3,2.0,15,D
5,6,55,1,7,3.0,9,2.0,10,B
5,6,47,6,14,0.0,9,3.0,10,C
5,6,73,1,7,1.0,3,8,8,A
0,1,39,6,14,8,3,1.0,10,C
0,1,22,1,2,0.0,3,4.0,10,D
0,6,39,6,8,0.0,9,5.0,4,A
5,1,31,1,2,0.0,3,7.0,10,B
0,1,27,6,2,8,3,3.0,21,D
0,1,19,1,2,0.0,3,4.0,10,D
0,6,69,1,18,0.0,9,2.0,10,C
0,6,37,1,18,8,9,2.0,10,B
0,6,45,6,16,0.0,12,2.0,10,C
5,1,22,1,18,1.0,3,3.0,17,A
5,1,26,6,18,0.0,3,3.0,10,B
0,1,39,6,14,1.0,3,3.0,15,A
0,6,61,6,13,1.0,3,2.0,23,A
5,6,74,1,11,1.0,12,2.0,10,C
0,1,29,6,14,4.0,3,1.0,17,D
0,1,29,6,20,5.0,3,1.0,10,D
0,1,36,1,16,0.0,3,3.0,10,D
5,1,63,6,18,0.0,3,2.0,10,B
0,6,69,6,14,0.0,9,5.0,17,C
5,8,35,6,14,12.0,3,2.0,10,B
0,6,81,6,11,1.0,3,1.0,10,A
5,6,71,1,11,1.0,12,2.0,10,B
5,1,31,1,2,10.0,3,2.0,17,C
0,6,41,6,13,9.0,9,4.0,8,A
0,6,35,1,20,1.0,9,3.0,10,B
5,1,52,6,14,6.0,3,1.0,10,A
0,1,19,1,2,8,3,4.0,17,D
5,8,39,6,14,0.0,3,1.0,15,B
0,6,45,1,14,0.0,3,2.0,4,B
5,1,19,1,22,1.0,3,4.0,10,D
0,1,23,1,2,2.0,3,5.0,10,D
0,6,77,1,11,0.0,3,2.0,10,D
5,6,84,6,11,0.0,3,1.0,10,B
0,6,47,1,13,1.0,12,4.0,4,D
0,1,29,6,13,6.0,3,3.0,10,A
5,1,35,6,14,8.0,3,3.0,21,A
0,6,40,6,14,14.0,3,2.0,10,C
0,1,35,1,2,1.0,3,1.0,10,D
0,1,20,1,2,0.0,3,3.0,21,D
0,1,43,6,13,0.0,3,2.0,21,A
0,6,56,1,16,0.0,3,1.0,10,D
5,6,53,6,14,3.0,3,1.0,15,A
0,6,22,1,16,1.0,12,3.0,10,D
0,6,32,1,2,1.0,12,4.0,4,D
0,6,51,1,16,2.0,12,5.0,10,A
5,1,41,1,22,1.0,3,8,17,D
0,6,37,1,18,2.0,9,4.0,10,A
0,6,55,6,14,4.0,9,4.0,10,A
0,1,42,6,13,3.0,3,2.0,10,A
0,1,20,1,2,1.0,3,5.0,4,D
5,1,42,6,14,12.0,3,2.0,4,A
5,6,38,1,7,1.0,12,5.0,10,B
5,1,52,6,7,3.0,3,1.0,10,A
5,6,48,6,22,9.0,3,1.0,10,D
0,6,37,6,13,5.0,9,2.0,10,C
0,1,27,1,18,1.0,3,3.0,10,B
0,6,48,1,14,3.0,9,4.0,10,B
5,1,25,6,22,5.0,3,2.0,4,D
5,1,56,6,18,3.0,3,1.0,10,A
5,6,68,1,11,1.0,3,1.0,10,D
0,1,21,1,2,0.0,3,4.0,10,D
5,8,72,1,11,8.0,9,2.0,10,D
0,1,43,6,14,1.0,3,2.0,21,B
0,6,52,6,11,8.0,12,2.0,10,C
0,6,50,1,16,0.0,9,5.0,10,B
0,1,41,6,13,0.0,3,1.0,4,D
0,6,40,6,13,8.0,9,2.0,10,B
0,1,32,6,2,8.0,3,2.0,4,D
0,6,57,6,20,5.0,12,2.0,10,A
5,1,25,6,14,13.0,3,2.0,10,C
0,6,74,1,11,0.0,12,2.0,10,A
0,1,38,6,13,8,3,4.0,10,D
5,6,46,6,14,0.0,9,2.0,10,C
5,1,50,6,14,1.0,3,1.0,10,D
0,6,50,6,14,0.0,9,2.0,17,B
5,6,69,6,11,0.0,12,2.0,10,C
0,1,29,6,14,0.0,3,1.0,10,A
0,6,84,6,11,8,12,3.0,10,B
0,6,73,1,16,1.0,3,8,10,C
0,6,38,1,16,9.0,12,5.0,10,B
5,6,82,1,11,0.0,3,1.0,10,A
0,6,71,1,11,0.0,12,8,10,A
5,6,50,1,7,0.0,3,3.0,15,B
0,6,56,6,14,0.0,12,2.0,10,B
0,1,19,1,2,4.0,3,3.0,21,D
0,6,29,1,16,12.0,3,3.0,10,B
0,1,26,6,18,1.0,3,3.0,10,D
5,1,31,1,18,1.0,3,5.0,17,C
0,6,42,6,14,0.0,9,2.0,10,A
5,1,33,6,18,1.0,3,1.0,10,B
0,6,35,1,2,1.0,3,5.0,10,D
5,6,46,1,7,0.0,12,3.0,4,A
5,1,67,6,14,0.0,3,2.0,10,B
5,1,35,1,14,7.0,3,2.0,10,D
0,1,28,1,18,8.0,3,3.0,10,A
5,1,43,1,18,8.0,3,1.0,4,D
5,6,40,1,14,3.0,9,8,10,A
5,6,73,6,14,0.0,9,3.0,19,C
5,1,21,1,2,8.0,3,4.0,10,D
5,1,32,1,18,1.0,3,3.0,4,D
5,1,36,1,8,8,3,8,4,D
0,1,32,6,14,13.0,3,3.0,10,A
0,1,25,1,20,14.0,3,3.0,23,A
5,1,40,6,14,5.0,3,1.0,10,A
5,1,19,1,2,0.0,3,3.0,10,D
0,6,48,6,16,5.0,12,5.0,10,B
5,1,36,6,14,3.0,3,3.0,10,C
0,1,27,1,2,1.0,3,3.0,10,D
5,6,82,1,13,0.0,12,2.0,10,B
0,1,23,1,2,9.0,3,4.0,10,D
0,1,30,6,13,14.0,3,3.0,10,D
0,1,30,6,13,8.0,3,4.0,10,A
0,1,30,6,2,1.0,3,3.0,10,D
0,1,28,6,13,1.0,3,5.0,10,C
0,6,60,6,14,0.0,3,2.0,4,A
5,6,52,6,14,1.0,9,2.0,10,C
5,1,19,1,2,8,3,8,17,D
5,1,19,1,2,0.0,3,2.0,10,D
0,6,40,1,16,1.0,3,5.0,23,D
0,1,38,6,13,8.0,3,1.0,10,D
5,6,71,6,13,1.0,9,2.0,10,B
5,1,40,6,7,1.0,3,3.0,17,B
0,6,68,6,14,0.0,12,2.0,10,B
0,6,50,6,13,8,3,4.0,10,A
0,1,21,1,2,0.0,3,4.0,10,D
0,1,29,6,2,8,3,3.0,10,B
5,8,29,6,13,0.0,12,1.0,19,A
5,6,39,1,7,1.0,9,4.0,4,B
0,6,41,6,16,0.0,3,4.0,10,B
0,1,28,1,18,8,3,1.0,10,D
5,1,22,1,2,0.0,3,3.0,21,D
0,1,35,6,14,8,3,1.0,10,A
5,6,49,6,14,3.0,3,2.0,10,B
5,6,26,6,2,8.0,3,2.0,17,D
5,1,33,1,2,8,3,1.0,4,C
5,1,27,1,7,0.0,3,2.0,17,D
5,1,50,1,13,8.0,3,2.0,10,A
5,6,37,6,20,5.0,3,2.0,4,D
0,1,43,6,22,0.0,3,2.0,10,A
0,1,35,6,13,13.0,3,1.0,10,D
5,6,50,6,14,1.0,3,1.0,10,C
0,1,31,6,14,7.0,3,1.0,4,A
5,6,29,1,7,8,12,2.0,10,D
5,1,20,1,2,0.0,3,2.0,10,D
0,6,66,6,13,1.0,9,2.0,10,C
0,6,37,6,2,1.0,9,2.0,4,A
0,6,52,6,14,2.0,9,2.0,10,C
0,6,45,6,16,7.0,12,5.0,10,C
5,1,27,6,2,2.0,3,6.0,10,D
5,6,46,6,14,1.0,12,4.0,10,C
5,6,43,1,18,9.0,3,1.0,21,A
5,1,32,1,18,8.0,3,6.0,10,C
0,6,87,6,11,9.0,3,4.0,10,C
5,6,40,6,7,8,9,5.0,17,B
0,1,59,6,14,1.0,3,2.0,10,B
0,6,63,6,14,1.0,9,3.0,10,C
0,1,23,1,8,0.0,3,8.0,4,D
5,6,65,1,11,8,12,2.0,10,A
0,1,47,6,14,0.0,3,1.0,10,B
5,6,45,6,14,9.0,3,2.0,10,C
0,6,79,1,11,0.0,3,1.0,10,D
0,6,65,1,13,1.0,12,2.0,10,B
5,1,38,6,2,0.0,3,2.0,10,B
5,6,28,6,2,8,3,2.0,10,D
0,1,20,1,2,2.0,3,3.0,4,D
5,6,36,6,14,1.0,3,2.0,10,C
0,1,22,1,2,0.0,3,4.0,10,D
0,6,56,1,2,0.0,12,4.0,15,B
5,1,32,6,18,5.0,3,3.0,4,A
5,1,33,6,2,1.0,3,1.0,10,D
5,6,68,6,14,1.0,12,2.0,10,C
0,6,53,6,14,8,9,3.0,10,C
5,6,38,6,14,7.0,9,3.0,19,B
0,1,22,1,2,8,3,5.0,21,D
5,6,49,6,14,0.0,12,4.0,10,C
0,6,43,6,14,8,3,2.0,10,B
5,1,33,1,18,0.0,3,1.0,17,D
5,6,57,6,14,1.0,12,2.0,10,C
5,6,65,6,11,2.0,3,6.0,19,D
5,8,50,6,14,8,12,1.0,8,B
0,6,36,6,13,0.0,9,2.0,10,C
5,6,43,1,7,4.0,9,7.0,4,A
5,1,18,1,13,1.0,3,5.0,21,C
5,6,43,1,7,1.0,9,2.0,10,B
0,6,75,6,11,0.0,3,1.0,10,A
5,6,27,1,22,8,12,4.0,10,D
0,6,39,6,2,11.0,9,2.0,10,B
0,6,61,6,14,2.0,3,2.0,10,B
5,6,73,6,11,8,3,5.0,19,D
0,1,26,6,7,0.0,3,5.0,4,C
0,6,52,6,14,7.0,9,4.0,10,B
0,6,50,6,14,1.0,3,1.0,10,B
5,1,51,6,14,1.0,3,1.0,4,B
0,6,50,1,14,1.0,9,3.0,10,C
0,6,53,6,16,9.0,12,5.0,4,B
0,6,40,1,16,5.0,3,4.0,10,D
5,6,86,1,11,8,3,1.0,10,D
5,1,26,1,2,0.0,3,3.0,23,B
0,1,32,1,13,9.0,3,4.0,10,A
5,1,22,1,2,5.0,3,3.0,21,D
5,6,36,6,14,1.0,9,4.0,10,B
5,8,62,6,14,4.0,9,3.0,10,B
5,6,69,1,18,0.0,3,1.0,17,A
5,1,39,6,13,1.0,3,2.0,4,A
5,6,81,1,18,0.0,12,2.0,10,A
5,1,28,1,2,9.0,3,2.0,10,D
0,1,28,6,2,6.0,3,5.0,21,D
0,1,52,6,13,1.0,3,5.0,4,B
5,6,40,6,14,4.0,9,5.0,10,B
0,1,68,6,11,0.0,3,8,10,B
5,6,37,1,14,0.0,9,2.0,4,D
0,1,26,1,22,1.0,3,5.0,10,D
5,1,31,1,20,8.0,3,1.0,10,A
5,6,68,6,11,0.0,3,2.0,10,C
0,6,42,6,14,1.0,9,3.0,10,C
5,6,56,6,14,1.0,9,6.0,23,C
0,6,37,1,13,1.0,3,2.0,10,A
0,6,58,6,14,1.0,3,1.0,10,D
0,1,33,6,14,7.0,3,1.0,10,A
5,1,31,1,20,8.0,3,1.0,4,D
5,1,27,6,2,0.0,3,3.0,21,B
0,1,25,1,2,7.0,3,4.0,4,D
0,6,51,6,13,1.0,9,2.0,10,B
0,6,37,1,7,8.0,9,3.0,4,D
0,6,69,6,16,1.0,9,4.0,10,B
5,6,45,1,18,1.0,3,1.0,10,A
0,6,38,6,14,0.0,3,2.0,10,C
0,6,51,6,14,8,9,4.0,21,C
5,1,19,1,2,0.0,3,4.0,10,D
5,1,32,6,2,6.0,3,3.0,10,D
0,1,31,6,14,1.0,3,5.0,10,C
0,1,19,1,2,13.0,3,3.0,17,D
0,6,41,6,13,0.0,9,3.0,4,C
5,1,39,1,13,8,3,6.0,17,D
0,1,21,1,2,1.0,3,4.0,17,D
5,1,30,1,2,0.0,3,8,10,D
0,1,23,1,2,0.0,3,6.0,17,D
0,6,65,1,13,0.0,9,2.0,10,C
0,1,31,1,16,4.0,3,5.0,19,D
5,6,74,6,11,8,3,8,10,D
5,6,73,1,14,1.0,12,2.0,10,C
0,6,42,6,18,9.0,3,2.0,10,C
0,1,47,6,14,0.0,3,1.0,17,B
5,1,19,1,2,0.0,3,5.0,21,D
0,6,45,1,16,3.0,3,9.0,4,D
5,1,25,1,22,8,3,7.0,21,B
5,1,28,6,13,0.0,3,3.0,10,D
5,6,40,6,14,8,9,2.0,4,C
5,8,40,1,7,1.0,3,4.0,17,A
5,1,30,6,18,8.0,3,8,4,D
5,6,50,6,7,1.0,9,4.0,4,B
0,1,26,6,2,8.0,3,2.0,10,C
0,6,82,6,11,0.0,3,1.0,10,B
0,6,33,6,2,0.0,3,2.0,15,A
0,1,50,1,22,1.0,3,2.0,15,C
0,6,83,1,11,0.0,3,1.0,10,D
5,1,37,6,14,9.0,3,1.0,10,B
0,6,37,6,14,6.0,9,2.0,17,A
0,6,55,1,11,1.0,12,3.0,10,C
0,6,61,6,14,0.0,3,2.0,17,C
5,6,39,6,14,3.0,3,1.0,10,B
0,6,40,6,14,0.0,3,2.0,10,C
0,6,55,6,14,2.0,3,1.0,10,B
0,6,50,6,2,1.0,9,1.0,10,D
0,1,26,6,18,13.0,3,3.0,10,D
5,1,53,6,14,1.0,3,1.0,10,C
5,1,28,6,2,8,3,5.0,10,B
5,1,32,6,14,7.0,3,3.0,10,A
5,1,31,6,22,0.0,3,1.0,10,D
0,1,30,1,2,0.0,3,4.0,10,B
5,1,31,6,18,0.0,3,4.0,17,A
0,6,47,6,14,4.0,3,1.0,17,A
0,6,49,6,14,3.0,9,2.0,10,C
0,6,37,6,16,1.0,12,3.0,10,B
0,6,47,6,14,13.0,9,4.0,10,C
0,6,52,6,16,0.0,12,2.0,10,C
5,1,20,1,13,8,3,7.0,17,C
0,6,79,1,11,0.0,12,2.0,10,B
0,6,47,1,16,1.0,12,6.0,10,C
5,1,20,8,2,1.0,3,4.0,10,D
0,1,23,1,2,1.0,3,4.0,10,D
5,1,29,1,7,9.0,3,4.0,4,A
5,1,33,6,7,10.0,3,1.0,10,A
0,1,21,1,2,0.0,3,4.0,17,D
0,1,18,1,2,8.0,3,4.0,10,D
0,6,70,6,11,0.0,12,2.0,10,C
5,6,56,6,14,0.0,9,2.0,10,C
0,6,42,6,14,2.0,9,2.0,10,B
5,1,28,1,2,1.0,3,2.0,10,B
0,6,41,6,16,8,12,4.0,4,B
0,6,81,6,11,9.0,3,1.0,10,D
0,1,30,6,14,9.0,3,2.0,10,A
0,6,53,1,11,0.0,3,2.0,10,D
0,1,26,6,16,9.0,3,4.0,10,D
0,6,51,6,14,1.0,3,3.0,10,C
0,1,19,1,14,9.0,3,7.0,15,B
0,6,75,6,11,0.0,12,2.0,10,B
5,6,51,6,7,0.0,3,1.0,10,A
5,6,70,6,20,3.0,3,2.0,10,B
5,1,38,6,18,0.0,3,1.0,10,A
5,1,21,1,2,0.0,3,4.0,4,D
0,6,80,1,11,0.0,3,1.0,4,B
5,6,19,1,14,8,12,2.0,4,D
0,1,33,1,13,1.0,3,1.0,10,D
0,6,48,6,13,1.0,9,6.0,10,C
5,1,33,1,2,8.0,3,3.0,8,D
5,1,33,6,7,0.0,3,3.0,19,D
5,1,31,1,2,1.0,3,4.0,10,C
5,6,48,6,14,1.0,9,2.0,10,C
0,6,49,1,7,1.0,9,8.0,4,D
5,6,38,1,14,1.0,3,1.0,10,B
5,1,39,6,14,0.0,3,1.0,17,A
5,6,46,6,13,2.0,9,2.0,10,B
0,6,41,6,14,8.0,9,2.0,10,C
5,6,31,1,14,0.0,12,3.0,4,A
0,6,37,6,13,8.0,9,2.0,10,C
5,6,58,1,7,1.0,3,1.0,10,B
5,6,49,6,7,1.0,9,2.0,10,A
5,6,47,1,22,2.0,3,1.0,10,D
0,1,30,6,2,1.0,3,4.0,10,D
0,1,41,8,13,6.0,3,1.0,10,A
5,6,33,6,18,0.0,3,2.0,10,A
0,1,33,1,2,0.0,3,4.0,21,B
0,1,27,6,2,8,3,1.0,10,D
0,6,45,1,18,8.0,3,2.0,17,A
5,6,45,6,20,1.0,3,1.0,17,B
5,1,35,1,22,8,3,8,17,D
5,1,21,1,13,1.0,3,4.0,10,D
5,1,36,6,14,9.0,3,2.0,10,A
5,6,56,1,8,0.0,3,1.0,4,D
5,1,28,1,14,0.0,3,5.0,21,C
5,6,89,1,11,0.0,12,2.0,10,A
0,6,48,6,16,1.0,12,4.0,10,C
0,6,47,1,13,0.0,12,5.0,10,C
0,1,23,1,2,8,3,3.0,10,D
5,1,18,1,2,3.0,3,4.0,10,D
0,6,58,6,11,2.0,12,2.0,10,C
0,6,42,1,13,9.0,9,3.0,10,A
0,1,22,1,2,0.0,3,3.0,10,D
5,6,50,6,14,2.0,3,1.0,10,B
5,6,40,6,13,8,3,2.0,10,B
0,6,73,1,16,0.0,12,2.0,10,D
5,1,27,1,14,8,3,8,17,D
0,6,40,6,14,1.0,9,3.0,10,B
5,6,81,1,11,1.0,3,8,17,B
0,8,37,6,14,1.0,9,3.0,17,A
5,6,39,1,18,0.0,3,2.0,10,B
0,6,83,1,11,0.0,12,3.0,17,D
0,6,55,6,14,0.0,3,1.0,10,B
0,6,51,6,18,8,3,3.0,10,A
0,6,42,1,7,5.0,9,4.0,4,A
0,6,27,6,14,1.0,3,4.0,10,C
0,6,53,6,16,1.0,12,2.0,10,C
5,6,40,6,7,1.0,9,7.0,10,A
0,6,62,6,14,0.0,9,9.0,17,C
0,1,21,1,2,8,3,5.0,21,D
0,6,40,6,13,1.0,9,2.0,8,A
0,1,27,1,2,1.0,3,3.0,17,A
5,6,84,1,11,0.0,12,2.0,10,B
0,1,26,1,18,4.0,3,8,10,D
0,1,26,1,14,11.0,3,4.0,10,C
0,1,33,6,13,1.0,3,1.0,10,A
0,1,27,6,14,0.0,3,1.0,10,D
5,6,46,1,13,9.0,9,5.0,4,D
5,1,28,1,18,8,3,5.0,21,A
5,1,25,1,2,1.0,3,3.0,10,A
5,6,47,6,22,8,9,3.0,10,A
5,1,32,1,14,3.0,3,4.0,10,C
5,1,21,1,2,6.0,3,4.0,4,D
0,6,73,6,11,1.0,12,4.0,10,C
0,6,35,6,14,0.0,9,2.0,10,B
0,1,52,6,14,1.0,3,1.0,10,B
0,6,40,6,14,1.0,3,2.0,10,B
0,1,31,6,2,8,3,1.0,10,D
5,6,88,6,11,1.0,12,2.0,10,A
5,1,39,1,8,8,3,1.0,10,A
5,1,41,6,14,1.0,3,2.0,10,C
5,6,73,6,14,8,9,2.0,10,C
0,6,45,6,14,7.0,9,5.0,10,B
0,6,41,1,13,0.0,3,4.0,10,A
0,6,75,6,11,0.0,12,2.0,10,C
0,1,39,6,13,9.0,3,2.0,10,A
5,6,89,1,11,0.0,12,2.0,10,A
0,6,45,6,18,0.0,3,1.0,10,A
5,6,50,6,14,1.0,9,2.0,10,C
0,6,43,1,2,6.0,12,2.0,15,B
0,6,50,6,16,4.0,9,4.0,21,B
5,1,53,1,13,0.0,3,8,10,D
5,8,37,1,7,2.0,9,3.0,4,D
0,1,40,8,14,8.0,3,2.0,10,C
0,6,76,6,11,1.0,3,1.0,17,D
5,6,27,6,20,8,9,2.0,10,A
0,6,41,6,14,1.0,3,2.0,10,A
0,6,50,6,13,3.0,3,2.0,10,A
0,6,56,6,16,8.0,12,5.0,10,C
0,6,28,1,13,0.0,9,2.0,4,A
5,1,46,6,22,0.0,3,8,10,D
5,6,72,6,18,1.0,9,2.0,10,A
5,6,41,1,18,8,3,1.0,15,A
0,1,28,1,14,0.0,3,2.0,10,A
5,6,27,6,14,8.0,9,2.0,10,C
5,1,32,1,2,2.0,3,4.0,4,D
5,1,20,1,18,9.0,3,4.0,10,A
0,6,45,6,16,1.0,3,5.0,10,B
0,1,59,6,14,1.0,3,2.0,10,C
5,1,46,6,22,1.0,3,1.0,10,D
0,6,46,6,14,1.0,9,3.0,10,C
