age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
23,12,197207,1,13,2,18,4,5,20,0,0,40,7,<=50K
32,12,229732,1,13,9,32,11,5,6,0,0,45,7,<=50K
52,12,204402,13,9,9,37,11,5,6,0,0,85,7,>50K
36,12,181065,31,12,9,46,11,5,6,0,0,40,7,>50K
38,12,179579,27,10,9,18,11,5,6,0,0,50,35,>50K
50,12,237729,13,9,63,32,4,5,20,0,2444,72,7,>50K
23,35,164574,31,12,2,35,30,5,6,0,0,40,7,<=50K
71,12,179574,53,15,9,18,11,5,6,0,0,12,7,>50K
27,12,191782,13,9,2,25,57,17,20,0,0,30,7,<=50K
56,12,146660,13,9,9,34,11,5,6,0,0,60,7,<=50K
28,8,115945,27,10,2,18,42,5,6,0,0,40,7,<=50K
45,12,210875,13,9,9,34,11,5,6,0,0,40,7,<=50K
28,12,137898,13,9,9,41,19,5,20,0,0,40,7,<=50K
28,47,216965,27,10,9,49,11,5,6,0,0,40,7,<=50K
18,12,201554,27,10,2,41,4,5,20,0,0,15,7,<=50K
62,12,57970,36,4,14,15,4,5,6,0,0,40,7,<=50K
35,12,208378,77,8,44,41,42,5,20,0,0,40,7,<=50K
39,12,61343,58,6,9,41,11,5,6,0,0,60,7,<=50K
24,12,283872,27,10,2,3,4,17,6,0,0,20,7,<=50K
58,12,225603,23,5,14,40,4,17,6,0,0,40,7,<=50K
48,12,401333,13,9,14,32,4,5,6,0,0,40,7,<=50K
57,12,278228,1,13,9,10,11,5,6,0,0,50,7,>50K
31,12,145377,1,13,9,32,11,5,6,0,0,60,7,<=50K
25,12,120238,13,9,9,32,11,5,6,0,0,40,7,<=50K
34,12,187215,1,13,9,18,19,5,20,15024,0,36,7,>50K
29,8,144063,36,4,9,40,11,5,6,0,0,72,7,<=50K
38,12,238721,31,12,14,10,42,17,20,0,0,40,7,<=50K
21,12,164920,27,10,2,25,30,5,20,0,0,40,7,<=50K
34,8,152493,13,9,9,40,11,5,6,0,0,70,7,<=50K
50,12,92968,1,13,2,32,42,5,20,0,0,32,7,<=50K
50,12,136836,13,9,14,18,42,17,20,0,0,40,7,<=50K
49,45,216453,33,11,14,10,42,17,20,0,0,45,7,<=50K
30,12,349148,1,13,2,18,4,5,6,0,0,70,7,<=50K
29,0,309620,22,14,9,18,11,28,6,0,0,20,74,<=50K
22,0,347803,27,10,2,3,4,52,6,0,0,20,7,<=50K
42,12,85995,13,9,9,37,11,5,6,0,0,50,7,<=50K
19,35,167428,27,10,2,35,30,5,6,0,0,40,7,<=50K
31,12,164569,27,10,14,25,42,5,20,0,0,48,7,<=50K
42,8,308279,1,13,9,18,11,5,6,0,0,21,7,<=50K
20,12,56322,27,10,2,25,30,5,6,0,0,20,7,<=50K
51,35,203015,13,9,9,35,11,5,6,0,0,40,7,<=50K
50,12,211654,58,6,9,34,11,5,6,0,0,40,7,>50K
27,55,120126,23,5,2,34,30,5,6,0,0,40,7,<=50K
26,12,239043,16,7,2,25,4,5,6,0,0,40,7,<=50K
61,35,179761,13,9,9,35,11,5,6,0,0,40,7,>50K
20,12,312017,27,10,2,49,30,5,6,0,0,40,61,<=50K
51,12,257485,27,10,9,34,11,5,6,0,0,40,7,>50K
52,12,49243,13,9,9,41,11,5,6,0,0,40,7,<=50K
33,12,229716,13,9,14,3,4,5,6,0,0,38,7,<=50K
31,12,341672,1,13,9,3,11,28,6,0,0,60,29,<=50K
24,12,32311,27,10,9,25,19,5,20,0,0,40,7,<=50K
56,12,275236,1,13,9,41,11,5,6,0,0,40,7,<=50K
19,35,400356,27,10,2,35,30,5,6,0,0,40,7,<=50K
29,12,184596,16,7,9,34,11,5,6,3942,0,50,7,<=50K
18,12,186909,13,9,2,32,57,5,20,1055,0,30,7,<=50K
43,12,152420,27,10,9,41,11,17,6,0,0,50,7,<=50K
43,0,261929,43,16,24,18,42,5,6,25236,0,64,7,>50K
21,12,235442,13,9,9,3,11,5,6,0,0,40,7,<=50K
51,12,161691,13,9,9,3,19,5,20,0,0,40,7,<=50K
20,35,173945,16,7,9,35,57,5,20,0,0,39,7,<=50K
41,12,355918,27,10,9,37,11,5,6,0,0,65,7,>50K
45,0,198660,27,10,9,18,11,5,6,0,0,40,7,>50K
20,12,122649,13,9,2,25,4,5,20,0,0,30,7,<=50K
28,12,421967,1,13,9,10,19,5,20,0,0,60,7,>50K
50,47,259377,22,14,9,18,19,5,20,15024,0,40,7,>50K
47,12,74305,1,13,14,34,4,5,6,0,0,40,7,<=50K
80,8,34340,36,4,63,40,4,5,6,0,0,35,7,<=50K
47,8,182752,13,9,9,3,19,5,20,0,0,35,62,<=50K
19,35,48393,27,10,2,35,30,5,6,0,0,84,7,<=50K
45,12,34248,13,9,9,32,11,5,6,0,0,50,7,<=50K
17,12,186677,16,7,2,15,30,5,6,0,0,12,7,<=50K
37,12,167851,13,9,9,34,11,5,6,0,0,50,7,<=50K
27,12,146460,27,10,2,41,4,5,20,0,0,40,7,<=50K
17,12,209650,77,8,2,25,30,5,6,0,0,16,7,<=50K
18,8,132986,13,9,2,40,30,5,6,0,0,40,7,<=50K
57,12,94429,13,9,9,15,11,5,6,0,0,40,7,<=50K
26,12,252406,13,9,44,3,42,5,20,0,0,40,7,<=50K
26,12,174592,22,14,2,10,30,5,20,0,0,40,7,<=50K
36,8,151322,1,13,9,18,11,5,6,0,0,45,7,>50K
51,12,37237,13,9,9,40,11,5,6,0,0,80,7,>50K
38,12,101192,27,10,2,25,4,5,6,0,0,40,7,<=50K
77,35,152900,56,3,9,35,11,5,6,0,0,20,7,<=50K
51,12,94081,13,9,2,34,4,5,6,0,0,40,7,>50K
24,12,329408,16,7,2,15,4,5,6,0,0,40,7,<=50K
35,12,106028,13,9,14,40,4,5,6,0,0,65,7,<=50K
35,35,164866,58,6,14,35,4,5,6,0,0,99,7,<=50K
51,55,167793,1,13,9,10,11,5,6,15024,0,40,7,>50K
28,12,138692,1,13,9,10,11,5,6,0,0,40,7,>50K
37,12,173968,13,9,9,37,11,5,6,0,0,40,7,<=50K
43,12,228320,13,9,9,10,11,5,6,0,0,40,7,<=50K
23,12,96585,13,9,2,15,4,5,6,0,0,30,7,<=50K
42,12,156580,1,13,9,32,19,5,20,0,0,40,50,<=50K
58,12,210673,27,10,9,3,19,5,20,0,0,40,7,>50K
52,47,137753,13,9,9,25,19,17,20,0,0,20,7,<=50K
29,12,29865,13,9,14,32,4,38,20,0,0,50,7,<=50K
27,12,196044,27,10,9,34,11,5,6,0,0,60,7,<=50K
28,12,308995,27,10,2,3,30,17,20,0,0,40,26,<=50K
59,12,159008,31,12,9,34,11,5,6,7298,0,20,7,>50K
28,12,362491,13,9,2,15,30,5,6,0,0,40,7,<=50K
24,12,94395,27,10,2,34,4,5,6,0,0,40,7,<=50K
20,12,320047,58,6,24,15,4,5,6,0,0,40,7,<=50K
54,12,98535,1,13,9,10,11,5,6,0,0,40,7,>50K
65,12,183170,13,9,14,25,4,5,6,0,0,25,7,<=50K
18,35,331511,27,10,2,35,30,5,6,0,0,30,7,<=50K
38,12,195686,27,10,9,34,11,5,6,0,0,40,7,>50K
29,12,178244,13,9,9,41,11,5,6,0,0,40,7,<=50K
27,12,127833,13,9,2,3,30,17,20,0,0,40,7,<=50K
36,12,269722,22,14,9,25,11,5,6,0,0,40,7,<=50K
55,0,136819,13,9,9,49,11,5,6,0,0,40,7,<=50K
22,12,205604,56,3,2,41,4,5,6,0,0,30,39,<=50K
28,12,132078,1,13,2,18,4,5,20,0,0,40,7,<=50K
20,12,234880,27,10,2,32,30,5,20,0,0,30,7,<=50K
24,12,196816,1,13,9,18,11,5,6,3908,0,40,7,<=50K
36,12,237943,22,14,9,10,11,5,6,15024,0,50,7,>50K
68,55,140852,13,9,9,32,11,5,6,0,0,40,7,<=50K
49,8,105614,13,9,14,32,4,5,6,0,0,50,7,>50K
18,12,83492,36,4,2,41,30,5,6,0,0,40,7,<=50K
50,8,225772,43,16,14,18,4,5,20,0,0,60,7,>50K
37,12,242713,77,8,44,82,42,17,20,0,0,40,7,<=50K
60,12,355865,22,14,9,10,11,5,6,0,0,50,7,>50K
43,12,173316,27,10,9,34,11,5,6,0,0,40,7,<=50K
43,55,35662,43,16,9,18,19,5,20,0,0,70,7,>50K
17,12,297246,16,7,2,82,30,5,20,0,0,9,7,<=50K
43,12,108945,27,10,2,10,4,5,20,0,0,50,7,<=50K
39,12,112158,27,10,9,32,11,5,6,0,0,26,35,<=50K
21,8,57298,27,10,2,3,30,5,20,0,0,15,7,<=50K
42,8,115323,43,16,2,18,4,5,6,0,0,7,35,<=50K
48,8,164582,27,10,9,40,11,5,6,7298,0,60,7,>50K
56,12,295067,1,13,2,10,4,5,6,14084,0,45,7,>50K
21,12,177265,31,12,2,25,30,5,20,0,0,30,7,<=50K
28,47,336543,31,12,9,49,11,28,6,0,0,40,95,>50K
39,8,52870,13,9,9,34,11,5,6,0,0,40,7,>50K
40,12,316820,36,4,9,32,11,5,6,4064,0,40,7,<=50K
38,47,200153,31,12,2,18,4,5,6,0,0,40,7,<=50K
59,12,453067,27,10,9,18,11,5,6,0,0,36,7,>50K
51,45,27166,13,9,9,46,11,5,6,0,0,40,7,<=50K
19,12,299598,13,9,2,15,30,5,6,0,0,16,7,<=50K
23,12,122048,13,9,2,41,4,5,20,0,0,40,7,<=50K
31,12,345277,1,13,14,18,4,5,20,0,0,40,7,<=50K
42,12,113147,31,12,9,18,11,17,6,0,0,40,7,<=50K
43,12,34007,13,9,9,34,11,5,6,0,0,40,7,>50K
45,12,255014,27,10,9,34,11,5,6,0,0,55,7,>50K
34,12,152667,27,10,9,41,11,5,6,0,0,35,7,<=50K
21,12,231053,13,9,2,41,30,5,6,0,0,30,7,<=50K
34,12,103651,27,10,9,10,11,5,6,0,0,40,7,>50K
55,55,124137,27,10,9,32,11,5,6,0,0,40,7,>50K
30,12,198183,33,11,2,18,4,5,20,0,0,40,7,<=50K
29,12,183627,13,9,9,41,11,5,6,3137,0,48,96,<=50K
19,12,466458,27,10,2,3,30,5,20,0,0,20,7,<=50K
45,8,114396,1,13,14,18,4,5,6,0,0,35,7,<=50K
42,12,186376,1,13,9,25,11,28,6,0,0,72,64,>50K
32,12,290964,1,13,2,32,4,5,20,0,1590,40,7,<=50K
90,8,282095,27,10,9,40,11,5,6,0,0,40,7,<=50K
44,0,244974,1,13,9,49,11,5,6,0,0,44,7,>50K
34,8,114691,13,9,9,18,11,5,6,0,0,40,7,>50K
35,12,107160,77,8,44,25,4,5,20,0,0,30,7,<=50K
39,8,142573,27,10,2,34,4,5,6,0,0,25,7,<=50K
29,12,203833,1,13,2,18,4,17,6,0,0,40,7,<=50K
24,12,47791,13,9,2,25,42,5,20,0,0,32,7,<=50K
49,12,133729,27,10,9,25,11,5,6,0,0,17,7,<=50K
52,8,135339,27,10,9,34,11,28,6,0,0,40,35,>50K
54,12,135803,1,13,9,10,11,28,6,15024,0,60,48,>50K
31,12,128591,23,5,14,37,4,5,6,0,0,40,7,<=50K
44,12,133853,27,10,14,10,4,5,20,0,0,50,7,<=50K
18,35,137363,27,10,2,35,30,5,20,0,0,30,7,<=50K
27,8,243569,13,9,9,32,11,5,6,0,0,40,7,<=50K
24,12,119156,13,9,2,15,30,5,6,0,0,40,7,<=50K
30,12,391114,13,9,9,15,11,5,6,0,0,60,7,<=50K
27,12,252506,27,10,14,10,30,5,20,0,0,40,7,<=50K
34,0,117503,1,13,9,3,11,5,6,0,0,20,66,<=50K
25,0,117833,27,10,9,10,19,5,20,0,0,19,7,<=50K
39,12,294183,13,9,14,10,42,5,20,0,0,40,7,<=50K
28,12,394927,27,10,9,46,11,5,6,0,0,40,7,>50K
51,8,259323,13,9,9,34,11,5,6,0,0,70,7,<=50K
21,35,207988,13,9,9,35,57,5,20,0,0,35,7,<=50K
33,12,96635,27,10,2,32,4,28,6,0,0,26,48,<=50K
27,12,192283,33,11,2,15,30,5,20,0,0,38,7,<=50K
29,12,214881,13,9,2,10,4,5,6,0,0,40,7,<=50K
33,0,167474,58,6,9,15,11,5,6,0,0,40,7,<=50K
37,12,110713,13,9,9,32,11,5,6,0,0,50,7,>50K
20,12,201204,13,9,2,15,30,5,6,0,0,40,7,<=50K
24,12,197666,1,13,2,10,4,5,20,0,0,40,7,<=50K
29,12,162002,13,9,2,25,30,5,20,0,0,35,7,<=50K
31,12,263561,1,13,9,10,11,5,6,0,2246,45,7,>50K
41,12,224799,27,10,9,34,11,5,6,0,0,40,7,<=50K
42,8,89942,27,10,9,34,11,5,6,0,0,40,7,<=50K
20,12,238685,27,10,2,32,4,5,20,0,0,30,7,<=50K
54,12,38795,23,5,44,34,42,5,6,0,0,40,7,<=50K
55,12,90414,1,13,24,34,42,5,20,0,0,55,96,<=50K
21,12,190805,13,9,9,15,11,5,6,0,0,32,7,<=50K
52,12,23780,33,11,9,10,11,5,6,0,1977,45,7,>50K
19,12,285263,13,9,2,3,30,5,6,0,0,40,7,<=50K
33,12,177331,33,11,9,34,11,17,6,0,0,40,7,<=50K
22,12,347530,13,9,44,25,42,17,20,0,0,35,7,<=50K
59,12,230039,13,9,2,10,42,5,20,0,625,38,7,<=50K
17,35,210547,58,6,2,35,30,5,6,0,0,40,7,<=50K
31,12,204752,77,8,2,32,30,5,6,0,0,32,7,<=50K
74,8,104001,13,9,9,32,11,5,6,0,0,40,7,>50K
45,12,253116,58,6,14,25,42,17,20,0,0,40,7,<=50K
36,12,169037,13,9,2,3,4,5,20,0,0,40,7,<=50K
35,55,202027,27,10,14,10,4,5,6,0,0,60,7,<=50K
45,12,170099,27,10,14,34,4,5,6,0,0,40,7,<=50K
42,8,212847,13,9,2,40,30,5,6,0,0,85,7,<=50K
50,0,307392,22,14,14,18,42,5,20,0,0,40,7,<=50K
39,12,233428,13,9,14,10,57,5,20,0,0,40,7,<=50K
44,12,355728,27,10,44,10,4,5,6,0,1980,45,59,<=50K
52,12,177995,65,2,9,40,11,5,6,0,0,56,39,>50K
24,12,283613,1,13,2,18,4,5,6,0,0,43,7,<=50K
56,55,184598,23,5,9,37,11,5,6,0,0,99,7,<=50K
27,12,185647,13,9,9,41,11,5,6,0,0,50,7,>50K
47,55,192894,1,13,9,10,11,5,6,0,1902,45,7,>50K
40,8,284706,53,15,9,18,11,38,6,0,1977,60,7,>50K
38,12,179579,13,9,2,18,4,5,6,0,0,40,7,<=50K
27,12,131679,33,11,14,32,4,5,20,0,0,40,7,<=50K
52,12,132973,13,9,14,3,42,5,20,0,0,38,7,<=50K
22,12,154713,13,9,14,32,30,5,6,0,0,40,7,<=50K
41,12,121718,27,10,9,34,11,5,6,0,0,40,66,<=50K
30,12,255279,13,9,14,3,42,5,20,0,0,20,7,<=50K
55,12,202559,1,13,9,25,57,28,6,0,0,35,64,<=50K
25,12,123095,27,10,2,3,30,5,6,0,1590,40,7,<=50K
32,12,153326,1,13,9,18,57,5,6,0,0,40,7,<=50K
28,12,75695,27,10,44,25,4,5,20,0,0,60,7,<=50K
33,55,206609,13,9,9,10,11,5,6,0,0,50,7,<=50K
17,12,234780,13,9,2,40,30,17,6,0,0,40,7,<=50K
27,12,178778,13,9,9,37,11,5,6,0,0,40,7,<=50K
55,12,171355,33,11,9,41,11,5,6,0,0,20,7,<=50K
63,45,95680,27,10,9,46,11,5,6,0,0,18,7,>50K
39,12,196673,13,9,9,25,19,5,20,5013,0,40,7,<=50K
51,45,73670,43,16,9,18,11,5,6,4386,0,52,7,>50K
67,8,139960,36,4,9,34,11,5,6,0,0,40,7,<=50K
41,55,397280,1,13,9,10,11,5,6,0,0,72,35,<=50K
27,12,60374,13,9,63,34,42,5,20,0,1594,26,7,<=50K
54,12,421561,22,14,9,10,11,5,6,0,0,45,7,>50K
59,12,245196,58,6,9,37,11,17,6,0,0,40,7,>50K
18,12,27620,13,9,2,3,4,5,20,0,0,25,7,<=50K
19,12,187570,13,9,2,34,30,5,6,0,0,20,7,<=50K
31,12,102884,13,9,9,41,11,5,6,0,0,50,7,<=50K
17,12,228399,16,7,2,25,30,5,20,0,0,7,7,<=50K
42,12,340234,13,9,9,46,11,28,6,15024,0,40,7,>50K
37,12,176293,27,10,24,18,4,5,20,0,0,30,7,<=50K
51,47,108435,13,9,9,34,11,5,6,0,0,40,7,<=50K
48,12,161187,13,9,2,3,4,5,20,2463,0,40,7,<=50K
23,12,278391,13,9,2,37,30,5,6,0,0,40,7,<=50K
27,12,157941,33,11,9,32,11,5,6,0,0,45,7,<=50K
25,12,182866,13,9,2,15,30,5,6,0,0,40,7,<=50K
69,12,370888,31,12,14,3,4,5,20,2964,0,6,61,<=50K
30,12,206512,1,13,2,10,4,5,6,0,0,44,7,<=50K
33,12,357954,13,9,9,15,11,5,6,0,0,35,29,<=50K
28,12,189346,13,9,2,15,30,5,6,0,0,48,7,<=50K
45,12,234652,56,3,9,41,11,5,6,0,0,40,39,<=50K
25,12,113436,27,10,2,3,30,5,6,0,0,15,7,<=50K
37,12,204145,33,11,9,34,11,5,6,0,0,45,7,>50K
59,12,157305,68,1,2,41,4,5,6,0,0,40,78,<=50K
26,12,104045,13,9,2,25,30,5,20,0,0,30,7,<=50K
48,12,280422,27,10,44,25,4,5,20,0,0,25,87,<=50K
64,45,173754,13,9,9,3,11,5,6,0,0,40,7,<=50K
39,12,211154,1,13,9,46,11,5,6,0,0,50,7,<=50K
24,12,321435,1,13,2,3,4,5,6,0,0,40,7,<=50K
40,0,177083,22,14,2,10,4,5,20,0,0,35,7,<=50K
46,12,178829,22,14,24,10,4,5,6,0,0,70,7,>50K
35,45,287658,27,10,9,49,11,17,6,0,0,40,7,>50K
43,12,209894,13,9,9,3,19,5,20,0,0,40,7,>50K
31,12,334744,13,9,44,37,4,5,6,0,0,40,7,<=50K
22,12,306967,27,10,2,3,4,5,20,0,0,25,7,<=50K
35,12,52187,27,10,2,25,4,5,6,0,0,30,7,<=50K
35,12,101978,13,9,44,37,4,5,6,0,0,50,7,<=50K
35,0,483530,27,10,14,46,42,5,20,0,0,40,7,<=50K
40,12,77357,53,15,9,18,11,5,6,0,0,40,7,>50K
50,12,149770,22,14,2,18,42,5,20,0,0,40,7,<=50K
48,8,328606,53,15,14,18,42,5,6,14084,0,63,7,>50K
70,35,172652,22,14,9,35,11,5,6,0,0,8,7,<=50K
46,12,188293,13,9,14,3,4,5,20,0,0,40,7,<=50K
36,12,116608,13,9,14,41,42,5,20,0,0,38,7,<=50K
37,0,348960,1,13,9,18,11,5,6,0,0,36,7,>50K
24,12,329530,23,5,9,32,11,5,6,0,0,45,39,<=50K
47,47,93476,1,13,44,18,4,5,20,0,0,70,7,<=50K
35,8,195744,13,9,14,34,4,5,6,0,0,50,7,<=50K
43,12,125833,1,13,9,3,11,28,6,0,0,40,94,<=50K
18,0,191117,16,7,2,25,30,5,6,0,0,20,7,<=50K
54,12,311020,13,9,9,25,11,5,6,0,0,50,7,<=50K
62,12,210464,13,9,2,25,57,17,20,0,0,38,7,<=50K
36,12,135289,1,13,9,34,11,5,6,0,0,48,7,>50K
27,12,156266,23,5,9,40,11,38,6,0,0,40,7,<=50K
23,12,154210,27,10,2,3,57,28,6,0,0,14,50,<=50K
61,35,160625,1,13,9,35,11,5,6,4386,0,15,7,>50K
39,8,331481,1,13,14,34,4,17,6,0,1669,60,35,<=50K
33,8,249249,56,3,9,34,11,5,6,0,0,50,7,>50K
28,12,261725,65,2,2,41,4,5,20,0,0,40,39,<=50K
22,12,239612,13,9,2,3,30,5,6,0,0,20,7,<=50K
31,8,226696,33,11,9,40,11,5,6,0,0,60,7,>50K
26,12,190330,1,13,2,25,4,5,6,0,0,30,7,<=50K
44,12,193755,1,13,14,10,4,5,6,0,0,50,7,>50K
73,12,192740,1,13,9,18,11,5,6,0,0,30,7,<=50K
44,12,201924,1,13,14,32,42,5,20,0,0,35,7,<=50K
35,12,77146,33,11,14,10,4,5,6,0,0,45,7,<=50K
33,12,126414,1,13,9,25,19,5,20,0,0,40,35,<=50K
27,12,43652,1,13,2,3,4,5,20,0,0,40,7,<=50K
47,45,227244,1,13,9,49,11,17,6,0,0,50,7,>50K
29,12,160731,13,9,9,34,11,5,6,0,0,45,7,>50K
33,12,287878,27,10,9,25,19,5,20,0,0,26,7,<=50K
50,12,166758,27,10,14,25,4,5,20,0,0,15,7,<=50K
32,12,183811,13,9,9,15,11,5,6,2829,0,40,7,<=50K
41,8,254818,22,14,14,15,42,5,6,0,0,40,87,<=50K
19,35,220517,27,10,2,35,30,5,20,0,0,35,7,<=50K
45,12,295046,13,9,9,32,11,5,6,0,0,60,7,>50K
65,12,190568,13,9,63,3,4,5,20,0,810,36,7,<=50K
42,0,211915,27,10,44,46,42,5,20,0,0,40,7,<=50K
33,8,295621,1,13,9,18,11,17,6,0,0,25,7,>50K
32,12,204567,1,13,9,32,11,5,6,99999,0,60,7,>50K
42,12,204235,27,10,9,18,11,5,6,0,0,40,7,>50K
49,12,186982,27,10,44,10,4,5,20,0,0,45,7,>50K
38,12,133586,13,9,9,49,30,5,6,0,0,45,7,<=50K
38,12,165930,27,10,9,10,11,5,6,0,0,50,7,<=50K
37,12,164898,27,10,9,34,11,5,6,0,0,52,7,<=50K
24,12,278155,27,10,2,41,4,5,6,0,0,30,7,<=50K
27,8,115705,27,10,2,32,4,5,6,0,0,50,7,<=50K
25,12,150553,23,5,24,3,42,28,20,0,0,40,94,<=50K
29,12,185127,13,9,9,32,11,5,6,0,0,50,7,<=50K
46,12,201595,13,9,9,37,11,5,6,0,0,70,7,<=50K
44,55,165815,13,9,9,37,11,5,6,0,0,96,7,<=50K
26,12,102420,1,13,2,32,4,28,20,0,0,40,48,<=50K
46,47,344172,31,12,9,49,11,5,6,0,0,49,7,>50K
38,12,222450,27,10,44,10,42,5,6,0,0,40,7,<=50K
38,12,212245,27,10,9,34,11,5,6,0,0,40,7,<=50K
22,0,190625,1,13,9,10,11,5,6,0,0,20,7,<=50K
33,12,203488,27,10,14,32,4,5,6,0,0,40,7,<=50K
50,12,304260,31,12,14,3,4,28,6,0,0,40,7,<=50K
31,47,243665,13,9,9,49,11,5,6,0,0,41,7,>50K
26,8,189238,27,10,2,18,4,5,20,0,0,4,39,<=50K
42,12,77373,27,10,9,15,11,5,6,0,0,38,7,<=50K
27,12,410351,13,9,9,34,11,5,6,0,0,40,7,<=50K
34,12,36385,22,14,9,18,11,5,6,0,0,45,7,>50K
64,12,110150,13,9,9,49,11,5,6,0,0,40,7,<=50K
43,12,198316,27,10,9,34,11,5,6,0,0,40,7,<=50K
39,12,127772,13,9,9,34,11,5,6,0,0,40,7,<=50K
47,8,199058,53,15,2,18,4,5,6,0,0,40,7,>50K
56,12,285730,22,14,2,18,4,5,6,0,0,66,7,<=50K
25,47,334133,22,14,2,18,30,5,6,0,0,20,7,<=50K
60,0,97030,1,13,14,10,4,5,20,0,0,35,7,<=50K
52,12,67090,13,9,9,32,11,5,6,0,0,44,7,<=50K
43,12,397963,13,9,14,15,4,5,6,594,0,16,7,<=50K
46,12,182533,1,13,2,3,42,28,20,0,0,40,64,<=50K
19,12,560804,27,10,2,3,30,5,20,0,0,30,7,<=50K
56,12,365050,36,4,2,40,42,17,20,0,0,20,7,<=50K
22,12,110200,1,13,2,18,4,5,6,0,0,40,7,<=50K
28,12,150025,16,7,2,34,4,5,6,0,0,40,35,<=50K
39,12,299828,56,3,44,32,42,17,20,0,0,30,50,<=50K
28,12,109282,27,10,14,18,4,5,6,0,0,40,7,<=50K
31,12,103435,1,13,9,32,11,5,6,0,0,50,7,>50K
22,12,34747,13,9,2,25,30,5,20,0,0,35,7,<=50K
39,12,137522,13,9,9,41,11,28,6,0,0,40,35,>50K
39,12,286789,1,13,9,10,11,5,6,0,0,40,7,>50K
28,8,211032,16,7,2,34,4,5,6,0,0,40,39,<=50K
67,35,192916,13,9,9,35,11,5,6,3818,0,11,7,<=50K
31,12,219318,13,9,2,3,42,5,20,0,0,35,50,<=50K
50,12,112873,1,13,9,32,11,5,6,0,0,40,7,<=50K
34,12,36069,13,9,9,34,11,5,6,3908,0,46,7,<=50K
48,12,73434,13,9,9,3,19,5,20,0,0,40,61,>50K
51,12,200576,1,13,14,3,4,5,20,0,0,40,7,<=50K
54,12,172962,13,9,9,32,11,5,6,0,0,40,7,<=50K
44,12,44006,33,11,14,37,4,5,6,0,0,40,7,<=50K
20,12,234474,27,10,2,32,30,17,20,0,0,20,7,<=50K
37,12,212826,13,9,9,25,11,17,6,0,0,40,7,<=50K
38,12,234901,27,10,9,18,11,5,6,0,0,40,7,<=50K
59,45,200700,31,12,9,40,11,17,6,0,0,40,7,<=50K
59,8,41258,1,13,9,18,11,5,6,0,0,50,7,<=50K
51,12,249644,27,10,14,34,4,5,6,0,0,48,7,>50K
60,35,230165,1,13,9,35,11,17,6,0,0,40,7,<=50K
29,12,351731,27,10,9,18,11,5,6,0,0,40,7,<=50K
37,12,114765,27,10,2,41,4,5,20,0,0,40,7,<=50K
42,12,349884,58,6,9,34,11,5,6,0,0,35,7,<=50K
28,55,204247,1,13,9,18,11,5,6,0,0,50,7,>50K
34,12,143392,13,9,2,32,30,5,20,0,0,40,7,<=50K
50,8,37913,1,13,9,10,11,5,6,0,0,40,66,>50K
22,55,150683,13,9,2,41,30,5,6,0,0,24,7,<=50K
27,12,207611,13,9,2,25,4,5,20,0,0,52,7,<=50K
45,0,319666,53,15,14,18,42,5,20,0,0,43,7,<=50K
39,12,155961,13,9,14,3,42,17,20,0,0,38,7,<=50K
25,47,117833,1,13,2,18,4,5,20,0,0,35,7,<=50K
63,35,447079,13,9,2,35,4,5,6,0,0,15,7,<=50K
24,55,142404,1,13,9,10,11,5,6,0,0,40,7,>50K
18,12,155752,13,9,2,41,4,5,20,0,0,30,7,<=50K
19,35,252292,13,9,2,35,30,5,6,0,0,40,7,<=50K
23,12,111450,77,8,2,25,42,17,6,0,0,38,7,<=50K
20,12,528616,56,3,2,25,57,5,6,0,0,40,39,<=50K
17,8,228786,58,6,2,25,30,5,20,0,0,24,7,<=50K
63,55,80572,1,13,9,40,11,5,6,0,0,40,7,>50K
28,47,180271,1,13,9,15,11,5,6,0,0,65,7,>50K
51,45,237819,1,13,9,18,11,5,6,0,0,50,7,>50K
29,12,157612,1,13,2,32,4,5,20,3325,0,45,7,<=50K
64,12,379062,27,10,63,3,42,5,20,0,0,12,7,<=50K
17,12,191910,58,6,2,25,30,5,6,0,0,25,7,<=50K
45,47,326064,27,10,14,3,42,17,20,6497,0,35,7,<=50K
18,12,312353,77,8,2,25,30,17,6,0,0,20,7,<=50K
31,47,213307,13,9,2,3,30,5,20,0,0,40,7,<=50K
48,8,209057,1,13,24,32,30,5,6,0,0,50,7,>50K
41,12,340148,27,10,2,18,4,5,20,0,0,45,7,<=50K
65,12,154171,53,15,9,18,11,5,6,20051,0,60,7,>50K
27,12,94064,33,11,14,41,4,5,6,0,0,40,7,<=50K
39,12,119098,33,11,9,10,11,5,6,0,0,40,7,<=50K
51,8,388496,27,10,14,34,4,5,6,0,0,8,50,>50K
49,12,181363,22,14,9,10,11,5,6,0,0,45,7,>50K
58,35,210031,13,9,14,35,42,5,6,0,0,40,7,<=50K
36,12,206951,1,13,9,32,11,5,6,0,1902,45,7,>50K
25,12,485496,13,9,2,41,4,17,20,0,0,40,7,<=50K
41,12,210259,27,10,14,3,42,17,20,0,0,37,7,<=50K
31,12,118551,23,5,14,3,4,5,20,0,0,40,7,<=50K
63,12,180911,16,7,9,49,11,5,6,4386,0,37,7,>50K
50,0,242517,1,13,14,10,4,5,20,0,0,40,7,<=50K
63,12,298113,27,10,14,25,4,5,6,0,0,40,7,<=50K
44,8,277783,22,14,2,40,30,5,6,0,0,99,7,<=50K
